Id,SalePrice
2658,138583.65634166743
2718,175881.91002128928
2414,210610.64248246438
1989,106223.78884423163
625,178037.76408836403
333,98737.55066696151
1327,110385.68384790872
858,148338.5107850689
95,178647.73811003342
1568,163785.1917734461
2482,172115.1895034313
1364,115824.48409792568
2584,156145.70971912224
818,315784.62659163086
2673,140220.67201553393
2089,124862.44558192961
1297,151963.4399155583
790,127307.4789630174
2616,183659.6658880123
720,165181.00492250142
222,149839.32493537755
557,134600.55974644015
1148,214763.19090614814
2766,162215.42823964416
534,169968.7695915861
1452,118099.03688439999
630,131982.59713072918
2648,115475.69739464676
125,159018.849995927
1904,78546.61833467557
1670,111963.78151275565
756,100254.3581421193
717,201347.81809871958
1032,160553.64399432353
852,213556.85931634228
1731,169532.71753728512
2639,115506.87921246437
2071,89441.85956392965
1267,118924.56668181763
1851,181121.8591133369
567,162604.1269138849
2439,205692.6856222953
1898,151152.21019128
647,157144.54505290196
2256,212326.7871970773
979,102378.97932567197
1444,219674.7869929568
2485,124843.33111275731
157,127329.67754952626
88,133538.9877400018
2003,118770.61540330647
186,169475.34492744436
1425,239693.41234217735
2695,131528.20941823104
738,108109.62546420972
395,149487.1397259066
1353,149405.32587671527
1878,141138.87865011214
390,156346.97463819274
1456,237872.17257149058
1103,299974.864988061
1387,129869.25839570771
2070,147711.1502032155
1199,151313.70552520116
2479,174657.7410241041
501,300682.88741012994
2362,96959.45162196102
1718,194120.28105804967
2188,92108.8219717455
1483,163067.01233845588
2557,97307.07927149031
437,344971.9117599995
2224,197852.945679434
1628,167720.66133119978
397,138463.4913351039
587,198766.67907804353
971,125539.72821139065
2611,137923.16913503443
1887,101962.88539864561
2399,338584.84133431374
2148,201009.4313326563
304,113906.4785404296
1997,136089.3980125982
2817,123749.3144290906
1431,204260.88520379103
427,326779.9175770159
263,123649.27222736442
598,175211.24632587004
2895,216852.80456681532
687,129915.36202071549
1822,136449.03967251614
2191,105646.83121898829
179,114487.90638902695
1009,203781.94735188407
2010,126166.931153397
1991,138680.9928305881
1411,174315.22374120587
1721,231998.04254512084
1144,198031.53078712264
593,206059.58941152005
575,279714.1016641515
1249,175341.78778934278
1604,124451.84215295316
1064,483055.87049290485
1923,153059.01341954488
1988,105298.04873694481
2325,172468.0160613991
114,204222.1047760154
2700,181058.4924429275
217,117107.43835434964
343,176171.41366574517
386,221037.6172891132
2005,116487.57104222201
2908,138761.68591292808
1814,235185.53038697774
2446,596291.356136261
208,144609.5357463381
1679,126936.76473840457
822,321464.6080421111
6,195565.32591652838
1781,361121.7046536153
2397,263392.1053439663
2340,305088.91099202906
1618,167160.7307344042
2843,133037.87829595152
1061,353582.6792970919
2786,122662.189799187
1935,134624.22150147732
1341,122302.69147126285
521,264298.8614528384
2136,144920.86041978805
996,211264.8535765719
227,154717.12287895998
135,169997.88023046163
1167,164459.5117775428
294,220534.42311228943
1776,194723.13793859587
540,163252.8042994381
1717,203239.03514922957
2303,124853.09615761769
116,172767.80033397974
127,141478.78482399587
1371,123454.46746218513
1014,172767.91293585623
1507,100594.01101175553
702,141878.84480759365
750,148694.88044160683
261,145291.6877701992
1559,73492.71607116071
577,198612.18771354828
2812,189865.1092921501
2080,153241.0604405609
1368,106703.93665264433
2376,128305.68996944885
659,104682.03637924968
1235,131007.96430243875
332,88854.82831381245
1917,130924.9814633015
2094,252115.84534967665
1460,253598.20217555325
1471,222842.1886614281
1509,121665.74738410671
1922,128381.48795408799
433,527686.8498164712
460,240385.00155812368
1116,236588.8095385058
1137,166776.40888418793
53,169167.03605881607
2354,257230.26148143684
1475,194479.78663500943
1761,727870.9500202459
842,141414.75159655904
2739,201261.17948751728
2509,148765.6817742013
1007,197608.26950004362
2610,173825.14876797833
1952,93890.99029032918
2719,173732.2575110932
2921,98318.66346121897
1966,143460.1408129404
292,138258.711052142
1204,183288.1647529762
1829,256918.1394297015
2419,181678.89508635286
391,153470.63753025833
798,109110.1976125689
481,198010.26163816193
193,164035.8544854228
555,130974.53114960478
899,71452.3464700681
2357,178743.10760237218
328,134101.38831031797
1356,102008.12863445513
1154,112882.01478873509
1730,192355.41866092343
2249,145195.7676494634
1119,268525.54642760113
2856,150822.0272406309
1394,129097.61393376597
2587,118197.90406536763
61,310367.08588871185
2661,157886.3290879299
2711,128696.87565883566
1147,189269.31251824374
757,122384.77831520264
2623,99572.44632690129
2378,151821.14307978147
1413,131486.93145856066
1722,216483.54969348788
1112,221688.0381030004
1623,191032.9380199233
1201,188165.817911255
1513,113784.3186850423
957,451109.04458425305
1171,256801.30365473198
1145,194786.09246265946
2726,215818.94657222266
703,132179.7078428984
760,95547.94557433511
1964,142809.03043176726
2512,174788.5612780103
159,137182.4312192482
1281,164293.99521870405
468,184841.6724646144
290,118648.75649632454
665,99007.12774608133
1463,257321.39118363577
1792,211450.9127297023
923,144392.090667456
500,256782.20430067935
1408,170030.8592844005
331,89574.69554642585
170,129610.28808181483
2192,109636.19206304465
2571,291377.6128351471
2314,169023.9871596162
2647,96576.14475096561
422,452221.45018205396
2457,342454.5291056432
1838,201099.30756999282
2805,248500.90744881576
1645,165395.0686599023
1711,277992.8101964201
2825,243360.1086463969
322,332955.34471471125
2103,256603.8540521714
342,116123.74366772523
600,131456.23246149157
488,187788.29265811824
1725,302364.8731023426
2246,292813.5304161265
2847,150557.8314491939
806,239992.22819315275
530,223574.42305965605
963,193449.84509990385
2678,112992.58938343318
171,91207.82648833681
2401,444566.3880461312
805,229457.01646376692
2259,207549.93960475092
1748,181283.39811731002
1361,132789.56557284313
1677,116072.50225871605
1406,147986.31331430795
2322,236063.87062196812
688,150819.91550556058
143,140836.05465656548
804,202294.87592082756
1214,166389.28006257841
2828,154006.2257358108
1999,147154.23421923278
2467,188196.32427915483
2665,145087.44968976255
1538,353415.5983997121
398,118178.22720506752
2822,133412.10470331498
2157,146101.15339174977
1856,207808.0461806704
1269,103531.25422844614
2570,117514.98718504018
2320,229327.88643816242
1517,117379.04153250669
2304,120497.13030543152
1312,97101.83328867231
2012,131367.25457727848
506,226809.90136746905
2865,207022.89224312737
2367,106158.9395981469
554,76597.20459213271
238,133995.10584750777
1954,123091.3951030343
2488,123680.52621442774
2291,80886.51113342175
1969,102728.83961965001
2725,161295.08867566462
1482,154043.41218492758
2763,182144.4423365904
503,244169.50090977247
1584,226037.13730257394
1531,124936.85318280403
2210,153672.0945386786
459,329299.5840735237
556,126307.58364397351
1347,151707.36442824267
1290,86571.33370908974
1388,94435.90357324018
1571,351644.9521531026
2754,199411.06290973237
765,145024.12045869013
2494,126372.85438708286
2870,249739.9795413352
7,204187.81957918455
1114,238361.13672669005
2418,278485.6511838482
291,135920.94695638685
18,328562.5058284927
39,355133.7937299898
1001,230360.0353839803
2442,227866.9686767477
616,127243.8110169596
2680,79531.85024708453
1414,128853.25487977402
289,154090.28486550957
40,236070.56380795068
