Id,SalePrice
2658,127653.87354780069
2718,159212.97782087777
2414,215286.57498001747
1989,102822.2824884091
625,164519.57036635448
333,91923.36062666711
1327,110338.2569358203
858,150979.89938863055
95,174691.07892698023
1568,164969.07540407107
2482,153007.6096006657
1364,118179.95804814449
2584,138339.02793392076
818,306042.1122600226
2673,136925.88294944304
2089,125448.13801209892
1297,149659.84199849374
790,117659.97035075273
2616,194215.57994875073
720,160225.88415342759
222,153904.1167671934
557,134125.3779723438
1148,191937.96241306927
2766,180237.776796505
534,178166.77988573792
1452,125046.11513354308
630,122213.18846750952
2648,104139.12417536027
125,158656.3451669787
1904,77360.19800717023
1670,112668.90943335608
756,97905.90730379545
717,192953.73425829396
1032,156741.1915997258
852,206071.6195154015
1731,166840.58291242123
2639,105068.88845340839
2071,82517.13614082706
1267,130746.35958090072
1851,189663.32718114188
567,165420.05761859776
2439,200620.16652316414
1898,149994.19467410166
647,157561.27820890374
2256,210628.52052164718
979,94422.76277169822
1444,213103.13508486978
2485,123005.5280510233
157,134510.57406067697
88,125875.0271616684
2003,107923.63625184422
186,178429.685603502
1425,228654.6696106786
2695,134753.54563760868
738,116411.36178408643
395,155087.0987874334
1353,159384.91180726612
1878,141098.63244373444
390,152915.43924978562
1456,232043.63710509482
1103,309225.4191259503
1387,126576.85986153632
2070,140114.09269663287
1199,164504.13982405572
2479,169446.6963289772
501,322402.61337526597
2362,99005.94032688114
1718,196342.2475745935
2188,93112.90230384028
1483,156390.88317376177
2557,95121.3974017536
437,394044.7755945716
2224,215388.34324818637
1628,167263.63810279255
397,140488.85356962765
587,190061.61649752845
971,132668.14406941674
2611,141750.01839003144
1887,103664.53409264715
2399,385915.19654169446
2148,193146.1388593668
304,111205.9944618643
1997,125995.47458315585
2817,115554.02690344022
1431,211554.27915643976
427,337175.35468621657
263,128287.08476477461
598,171916.06462491877
2895,231148.43801135564
687,135260.35308188712
1822,135160.1407777449
2191,109668.24930906441
179,115269.11757780291
1009,204014.93171423118
2010,141145.36114252848
1991,128726.37798153894
1411,169406.36975498212
1721,223018.19506880335
1144,188429.3829755933
593,210451.05663818098
575,326786.52410144254
1249,163917.28915474674
1604,129108.8201976304
1064,558774.827895312
1923,150793.4012377154
1988,107531.7171303199
2325,170147.46009328944
114,206496.8869401543
2700,167025.4043768406
217,116590.91960101522
343,168405.61861102184
386,208267.4276309806
2005,115196.16860332219
2908,146479.2285643798
1814,217935.96361681964
2446,599786.6134164574
208,126991.50674969175
1679,111494.83466819662
822,333740.896962094
6,197179.44209105536
1781,393830.46408982767
2397,282523.4999958741
2340,317716.75205742964
1618,175079.33366382183
2843,141704.0352115023
1061,372984.43441012106
2786,130120.06889602872
1935,136109.28988983025
1341,115186.09072377508
521,259660.7778820517
2136,137023.00822803288
996,206504.6811198603
227,149849.3140587013
135,183287.75813072908
1167,164679.5008556886
294,224775.25109619624
1776,204832.5735732368
540,155393.1451448228
1717,201494.42741999048
2303,135852.61159976167
116,175974.2079915493
127,144770.29005707373
1371,134598.95239276104
1014,167684.04895571404
1507,106605.27022323865
702,119328.14587792988
750,140408.1634054582
261,149277.34237298855
1559,65701.2229993236
577,199912.8390682299
2812,190963.52535613245
2080,155406.83128272058
1368,109685.77181078063
2376,129764.1173508491
659,104393.56971474866
1235,134515.11435938205
332,80541.18652521625
1917,141393.18718826855
2094,262845.8266250446
1460,244907.45122398995
1471,219811.48196355344
1509,131013.434410983
1922,137453.45941800528
433,604857.4584698712
460,246496.01151925558
1116,236325.97938800734
1137,158098.63675171792
53,167386.37960052528
2354,262298.6392660561
1475,191856.6479203858
1761,712496.8345078913
842,148142.7930518981
2739,194512.2725165576
2509,150890.78620851145
1007,197995.38017990987
2610,181438.98673913407
1952,91408.84702724761
2719,159237.92409175614
2921,86202.68412218409
1966,142002.0011173508
292,130487.72755705414
1204,176445.27811020505
1829,260445.29611999044
2419,183824.50527092247
391,146579.08152034148
798,110751.43540449945
481,196276.15488011905
193,193591.04974949438
555,120018.99294403363
899,58450.18341457921
2357,173800.65563975304
328,117706.69186832456
1356,112362.22957936118
1154,111218.51147369517
1730,176100.12271768297
2249,162252.97850101633
1119,282006.09716210584
2856,144127.73713217725
1394,134569.41558225406
2587,122173.3378417624
61,310795.50411198643
2661,176618.90137960797
2711,130399.64904423642
1147,173529.58665366072
757,124682.28587555034
2623,104300.63068442048
2378,137206.8779577814
1413,138525.2411680085
1722,211779.5658213464
1112,225092.37055149933
1623,196107.1217075997
1201,196970.74976251787
1513,112664.52959819161
957,575981.6949958411
1171,259243.9936717613
1145,188286.82203493064
2726,235928.480901055
703,134622.6962181362
760,90084.26922633867
1964,149301.21362617382
2512,168103.40312503514
159,136408.0127076953
1281,158633.44183434476
468,185099.6186386638
290,118163.59374119964
665,93936.98631796024
1463,242826.16078035804
1792,220242.07510674506
923,154838.96712523157
500,248650.93701058652
1408,164418.31019485975
331,88750.24919341673
170,112608.70621840798
2192,101979.58358611622
2571,317779.006900395
2314,176188.1750446038
2647,94984.7912942193
422,497754.3544101886
2457,367416.616482174
1838,209085.6290975005
2805,257230.91928481674
1645,157159.29734749903
1711,295033.3461725122
2825,243013.04393203653
322,364689.4899243679
2103,244462.54960734074
342,116345.14478722638
600,130465.17604675634
488,175223.8356889144
1725,301401.2788694856
2246,292326.464455641
2847,151274.1941179479
806,229563.20856499398
